TRIP_ID,area_1,area_2,area_3,area_4,area_5,area_6,area_7,area_8,area_9,area_10,area_11,area_12,area_13,area_14,area_15,MMSI,VESSEL_TYPE
642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21960,224692000,Passenger
643,32400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34020,224692000,Passenger
644,NA,NA,20400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22200,224692000,Passenger
645,NA,NA,25980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27900,224692000,Passenger
646,5160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6540,224692000,Passenger
647,32280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33720,224692000,Passenger
648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34860,224692000,Passenger
649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6180,224692000,Passenger
650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22260,224692000,Passenger
651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31920,224692000,Passenger
652,NA,NA,18360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20280,224692000,Passenger
653,NA,NA,5640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7500,224692000,Passenger
654,30960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32520,224692000,Passenger
655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6060,224692000,Passenger
656,31500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33060,224692000,Passenger
657,NA,NA,19920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22140,224692000,Passenger
658,NA,NA,63780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64740,224692000,Passenger
660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34140,224692000,Passenger
661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12300,224692000,Passenger
662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73680,224713000,Research/Survey Vessel
663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9180,224713000,Research/Survey Vessel
664,NA,NA,NA,NA,NA,NA,NA,NA,62280,NA,NA,NA,NA,NA,458700,224731000,Hospital Ship
665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60360,224731000,Hospital Ship
666,168900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169860,224761000,Passenger
667,23100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24600,224761000,Passenger
668,23880,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25560,224761000,Passenger
669,23400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24960,224761000,Passenger
670,21660,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23340,224761000,Passenger
671,54360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55140,224761000,Passenger
672,137100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138060,224761000,Passenger
673,20580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22320,224761000,Passenger
674,20940,NA,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22920,224761000,Passenger
675,22980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24480,224761000,Passenger
676,23400,NA,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25260,224761000,Passenger
677,195e3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196560,224761000,Passenger
678,20040,NA,1140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22860,224761000,Passenger
679,24600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25980,224761000,Passenger
680,21060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22680,224761000,Passenger
681,21300,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22920,224761000,Passenger
682,58860,NA,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59820,224761000,Passenger
683,88500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88500,224761000,Passenger
684,4320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5160,224761000,Passenger
685,20700,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22260,224761000,Passenger
686,21300,NA,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22920,224761000,Passenger
687,20880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22320,224761000,Passenger
688,23880,NA,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25620,224761000,Passenger
689,61320,NA,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62520,224761000,Passenger
690,85020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85020,224761000,Passenger
691,16980,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17940,224761000,Passenger
692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3060,224768000,High Speed Craft
693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3840,224768000,High Speed Craft
694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3480,224768000,High Speed Craft
695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3600,224768000,High Speed Craft
696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6720,224768000,High Speed Craft
697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3780,224768000,High Speed Craft
698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7200,224768000,High Speed Craft
699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3660,224768000,High Speed Craft
700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6540,224768000,High Speed Craft
701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3840,224768000,High Speed Craft
702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6540,224768000,High Speed Craft
703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3660,224768000,High Speed Craft
704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5580,224768000,High Speed Craft
705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3300,224768000,High Speed Craft
706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7080,224768000,High Speed Craft
707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2940,224768000,High Speed Craft
708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3900,224768000,High Speed Craft
709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4140,224768000,High Speed Craft
710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7440,224768000,High Speed Craft
711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3660,224768000,High Speed Craft
712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6540,224768000,High Speed Craft
713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3900,224768000,High Speed Craft
714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4560,224768000,High Speed Craft
715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3780,224768000,High Speed Craft
716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5460,224768000,High Speed Craft
717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4020,224768000,High Speed Craft
718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6720,224768000,High Speed Craft
719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3360,224768000,High Speed Craft
720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7500,224768000,High Speed Craft
721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3180,224768000,High Speed Craft
722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3480,224768000,High Speed Craft
723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3660,224768000,High Speed Craft
724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7080,224768000,High Speed Craft
725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3960,224768000,High Speed Craft
726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6180,224768000,High Speed Craft
727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3780,224768000,High Speed Craft
728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6480,224768000,High Speed Craft
729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4500,224768000,High Speed Craft
730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6120,224768000,High Speed Craft
731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4200,224768000,High Speed Craft
732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7200,224768000,High Speed Craft
733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3900,224768000,High Speed Craft
734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6240,224768000,High Speed Craft
735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3300,224768000,High Speed Craft
736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3600,224768000,High Speed Craft
737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4200,224768000,High Speed Craft
738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6660,224768000,High Speed Craft
739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3780,224768000,High Speed Craft
740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6e3,224768000,High Speed Craft
741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3240,224768000,High Speed Craft
742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,480,224768000,High Speed Craft
746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6480,224768000,High Speed Craft
747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3840,224768000,High Speed Craft
748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5520,224768000,High Speed Craft
749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,540,224768000,High Speed Craft
751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6600,224768000,High Speed Craft
752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3300,224768000,High Speed Craft
753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3720,224768000,High Speed Craft
754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5880,224768000,High Speed Craft
755,NA,NA,NA,NA,NA,NA,NA,NA,61380,NA,NA,NA,NA,NA,65040,224782000,Fishing Vessel
756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,613200,224783000,Pollution Control Vessel
757,NA,NA,NA,NA,6600,NA,NA,NA,NA,NA,NA,NA,NA,NA,1806060,224783000,Pollution Control Vessel
758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99360,224783000,Pollution Control Vessel
759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14760,224783000,Pollution Control Vessel
760,NA,NA,20220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21360,224957000,Passenger
761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6240,224957000,Passenger
762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32400,224957000,Passenger
763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11580,224957000,Passenger
764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21660,224957000,Passenger
765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33480,224957000,Passenger
766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47880,224957000,Passenger
767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4740,224957000,Passenger
768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3180,224957000,Passenger
769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4980,224957000,Passenger
770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3540,224957000,Passenger
771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3480,224957000,Passenger
772,10980,NA,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12720,224957000,Passenger
773,38040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39600,224957000,Passenger
774,46800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48360,224957000,Passenger
775,46680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48420,224957000,Passenger
776,39900,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41520,224957000,Passenger
777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3300,224957000,Passenger
778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2820,224957000,Passenger
779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4680,224957000,Passenger
780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3060,224957000,Passenger
781,67860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69300,224957000,Passenger
782,37620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39120,224957000,Passenger
783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45780,224957000,Passenger
784,NA,NA,18540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20100,224957000,Passenger
785,NA,NA,5940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7680,224957000,Passenger
786,28080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29340,224957000,Passenger
787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5160,224957000,Passenger
788,30780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32340,224957000,Passenger
789,NA,NA,18060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19680,224957000,Passenger
790,NA,NA,81120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82800,224957000,Passenger
791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33840,224957000,Passenger
792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12600,224957000,Passenger
793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21480,224957000,Passenger
794,31560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32880,224957000,Passenger
795,NA,NA,19380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21120,224957000,Passenger
796,NA,NA,24420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25800,224957000,Passenger
797,4920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6420,224957000,Passenger
798,29220,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30720,224957000,Passenger
799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33900,224957000,Passenger
800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5040,224957000,Passenger
801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21300,224957000,Passenger
802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7500,224957000,Passenger
803,NA,NA,NA,13140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15900,225302000,Passenger
804,NA,NA,NA,16200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19200,225302000,Passenger
805,NA,NA,NA,15900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18780,225302000,Passenger
806,NA,NA,NA,17160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19920,225302000,Passenger
807,NA,NA,NA,7980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9720,225302000,Passenger
808,NA,NA,NA,69120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71520,225315000,Passenger
809,NA,NA,NA,52260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54600,225315000,Passenger
810,NA,NA,NA,48720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51120,225315000,Passenger
811,NA,NA,NA,44640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46740,225315000,Passenger
812,NA,NA,NA,29820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32880,225317000,Passenger
813,NA,NA,NA,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1440,225317000,Passenger
814,NA,NA,NA,17760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18840,225317000,Passenger
815,NA,NA,NA,41460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44580,225317000,Passenger
816,NA,NA,NA,17760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19980,225317000,Passenger
818,NA,NA,5160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7320,225416000,Passenger
819,NA,NA,18420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20580,225416000,Passenger
820,NA,NA,25920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27900,225416000,Passenger
821,21e3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22500,225416000,Passenger
822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3660,225416000,Passenger
823,NA,NA,5280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7560,225416000,Passenger
824,NA,NA,17520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19980,225416000,Passenger
825,NA,NA,23580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25800,225416000,Passenger
826,18540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20160,225416000,Passenger
827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3600,225416000,Passenger
828,NA,NA,4860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6960,225416000,Passenger
829,NA,NA,18780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21e3,225416000,Passenger
830,8040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9900,225416000,Passenger
831,33960,NA,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36120,225416000,Passenger
832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4020,225416000,Passenger
833,NA,NA,5700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7980,225416000,Passenger
834,NA,NA,18420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20640,225416000,Passenger
835,9480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11280,225416000,Passenger
836,28980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35520,225416000,Passenger
837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3600,225416000,Passenger
838,NA,NA,5040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7680,225416000,Passenger
839,NA,NA,18e3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20340,225416000,Passenger
840,NA,NA,NA,NA,NA,NA,NA,132420,NA,NA,NA,NA,NA,NA,138300,225430000,Passenger
841,NA,NA,NA,NA,NA,NA,NA,134040,NA,NA,NA,NA,NA,NA,136800,225430000,Passenger
842,NA,NA,NA,NA,NA,NA,NA,134700,NA,NA,NA,NA,NA,NA,137160,225430000,Passenger
843,NA,NA,NA,NA,NA,NA,NA,134340,NA,NA,NA,NA,NA,NA,137100,225430000,Passenger
844,NA,NA,NA,NA,NA,NA,NA,39660,NA,NA,NA,NA,NA,NA,41100,225430000,Passenger
845,NA,NA,NA,NA,NA,NA,NA,14520,NA,NA,NA,NA,NA,NA,14520,225430000,Passenger
846,NA,NA,NA,NA,NA,NA,NA,NA,99540,NA,NA,NA,NA,NA,644220,225438000,Tanker
847,NA,NA,NA,13020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14280,225459000,Fishing Vessel
848,NA,NA,NA,72060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74460,225459000,Fishing Vessel
849,NA,NA,NA,52200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53160,225459000,Fishing Vessel
850,NA,NA,NA,45360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47100,225459000,Fishing Vessel
851,NA,NA,NA,82860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82860,225459000,Fishing Vessel
852,NA,NA,NA,29040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29040,225459000,Fishing Vessel
853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,632280,632280,225922990,Pleasure Craft
854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2520,1800780,1808040,225922990,Pleasure Craft
855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3060,97260,108840,225922990,Pleasure Craft
856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162240,165360,225939760,Pleasure Craft
857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1260,2160,225939760,Pleasure Craft
859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1080,16320,19980,225939760,Pleasure Craft
861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6060,9180,225966730,Pleasure Craft
863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1200,2640,225966730,Pleasure Craft
864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240,1320,225966730,Pleasure Craft
865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7500,13800,225966730,Pleasure Craft
866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1920,3780,225966730,Pleasure Craft
869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68400,NA,68400,227108720,Pleasure Craft
870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34920,NA,34920,227108720,Pleasure Craft
871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10080,NA,10080,227108720,Pleasure Craft
872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9360,NA,9360,227108720,Pleasure Craft
873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13320,NA,13320,227108720,Pleasure Craft
874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10080,NA,10080,227108720,Pleasure Craft
877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50040,NA,50040,227108720,Pleasure Craft
878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9e3,NA,9e3,227108720,Pleasure Craft
879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30960,NA,30960,227108720,Pleasure Craft
880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13680,NA,13680,227108720,Pleasure Craft
881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15480,NA,15480,227108720,Pleasure Craft
882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10440,NA,10440,227108720,Pleasure Craft
883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31680,NA,31680,227108720,Pleasure Craft
885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142920,NA,142920,227108720,Pleasure Craft
886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54240,NA,54240,227108720,Pleasure Craft
888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19800,NA,19800,227108720,Pleasure Craft
889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34920,NA,34920,227108720,Pleasure Craft
891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63e3,NA,63e3,227108720,Pleasure Craft
892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14640,NA,14640,227108720,Pleasure Craft
893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100440,NA,100440,227108720,Pleasure Craft
894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24480,NA,24480,227108720,Pleasure Craft
896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36e3,NA,36e3,227108720,Pleasure Craft
897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13320,NA,13320,227108720,Pleasure Craft
898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77400,NA,77400,227108720,Pleasure Craft
900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130020,NA,130020,227108720,Pleasure Craft
