imo,MMSI,ais.type,call.Sign,flag,gross.tonnage,deadweight,length,width,image.src,ship.type,name,vessel.type
9516179,210084000,Cargo,5BQB3,Cyprus [CY],6872,9387,109,83,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1703884&size=,General Cargo,SEA ENDURANCE,General Cargo
9520376,310609000,Tanker - Hazard A (Major),ZCEC3,Bermuda [BM],109004,86170,291,07,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=473154&size=,LNG Tanker,METHANE MICKIE HARPER,LNG Tanker
9604093,566949000,Cargo - Hazard D (Recognizable),9V9724,Singapore [SG],98882,104257,334,98,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1505999&size=,Container Ship,EVER LEGEND,Container Ship
9406489,355458000,Cargo,3ENK4,Panama [PA],90092,180181,288,93,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=132255&size=,Bulk Carrier,CAPE UNITY,Bulk Carrier
9469558,240981000,Cargo,SVAN5,Greece [GR],93360,182060,292,45,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=781737&size=,Bulk Carrier,AQUAPRINCESS,Bulk Carrier
9188958,229245000,Cargo,9HA3170,Malta [MT],2999,5049,95,16,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=80328&size=,General Cargo,NEW VELA,General Cargo
9561253,319013600,Cargo,ZGAA7,Cayman Is [KY],58939,18840,199,95,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=213809&size=,Ro-Ro Cargo,TRANQUIL ACE,Passenger
9498107,224025000,Tanker,EAUU,Spain [ES],11290,17540,144,22,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1095296&size=,Chemical Tanker,TINERFE,Tanker
9613604,209312000,Cargo - Hazard A (Major),5BJX3,Cyprus [CY],5338,7658,117,19,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=638918&size=,General Cargo,ONEGO BORA,General Cargo
9348625,255803950,Cargo,CQNP,Portugal [PT],14016,18091,160,22,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=132740&size=,Container Ship,VERONICA B,Container Ship
9519638,238293000,Cargo,9AA7459,Croatia [HR],30092,52113,189,9,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=299487&size=,Bulk Carrier,SVETI DUJAM,Bulk Carrier
9221504,224452000,Fishing,EAXQ,Spain [ES],236,NA,29,7,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1298092&size=,Fishing Vessel,SIEMPRE NUEVO ANGEL,Fishing Vessel
8313702,308532000,Cargo,C6CU6,Bahamas [BS],28239,42497,187,51,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=276224&size=,Timber Carrier,IBIS ARROW,Timber Carrier
NA,996131608,OffShore Structure,-,Cameroon [CM],NA,NA,NA,NA,http://www.marinetraffic.com/img/no_photo.png,OffShore Structure,KB-45,OffShore Structure
9684548,225459000,Reserved,EAKV,Spain [ES],2591,2182,87,36,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=2094623&size=,Fishing Vessel,PLAYA DE RIS,Fishing Vessel
NA,255402570,Fishing,CURP2,Portugal [PT],NA,NA,18,6,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=2052297&size=,Fishing,MESTRE GREGORIO,Fishing Vessel
9325661,477960900,Cargo,VRAU2,Hong Kong [HK],88853,175000,289,45,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=591714&size=,Bulk Carrier,OCEAN CONFIDENCE,Bulk Carrier
9310111,533558000,Tug,9WEM6,Malaysia [MY],1333,1457,59,13,http://www.marinetraffic.com/img/no_photo.png,Multi Purpose Offshore Vessel,ARMADA TUAH 20,Multi Purpose Offshore Vessel
9409132,354101000,Cargo,3EVS4,Panama [PA],31232,55667,189,99,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=503496&size=,Bulk Carrier,NONNA ULIA,Bulk Carrier
NA,636015026,Tanker,A8YD5,Liberia [LR],NA,NA,137,25,http://www.marinetraffic.com/img/no_photo.png,Tanker,PYLOSY,Tanker
9263021,351238000,Cargo,HO2419,Panama [PA],952,704,65,9,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1854912&size=,Reefer,ASTRAEA 102,Reefer
NA,224056270,Pleasure Craft,-,Spain [ES],NA,NA,12,4,http://www.marinetraffic.com/img/no_photo.png,Pleasure Craft,GIRALDILLO SEGUNDO,Pleasure Craft
9634830,352816000,Cargo,3FAZ8,Panama [PA],43005,82026,229,32,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1605047&size=,Bulk Carrier,UNITED WORLD,Bulk Carrier
9236688,538090081,Cargo - Hazard A (Major),V7DH7,Marshall Is [MH],25703,33657,208,31,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1097302&size=,Container Ship,WEHR ELBE,Container Ship
9254915,636011639,Tanker - Hazard A (Major),A8AP3,Liberia [LR],57683,106449,240,42,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=47349&size=,Oil Products Tanker,3ETROVSK,Tanker
9570876,236111925,Tug,ZDNH2,Gibraltar [GI],200,172,24,53,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=185227&size=,Utility Vessel,SOUND SOLUTION,Utility Vessel
8616312,375254000,Cargo,J8B4758,St Vincent Grenadines,10298,11067,145,5,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=944091&size=,Reefer,BALTIC MERCURY,Reefer
7407324,450553000,Cargo,ODVX,Lebanon [LB],24831,8405,187,53,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=165349&size=,Livestock Carrier,TRIGGER,Livestock Carrier
9391971,636014190,Cargo,A8SA8,Liberia [LR],44213,83688,229,32,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=422990&size=,Bulk Carrier,KAVALA,Bulk Carrier
9438054,311011500,Cargo,C6XJ5,Bahamas [BS],31130,54042,190,32,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=94312&size=,Bulk Carrier,DELPHI RANGER,Bulk Carrier
9386378,219479000,Tanker - Hazard B,OWML2,Denmark [DK],4752,6974,119,6,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1300177&size=,Chemical Tanker,LESSOW SWAN,Tanker
7725154,354681000,Cargo,3FPN3,Panama [PA],14805,10470,150,24,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=6278&size=,Ro-Ro Cargo,SKANDERBORG,Passenger
8758471,353070000,Other,HP8403,Panama [PA],2701,NA,70,22,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1067425&size=,Cargo Barge,SAIBOS 230,Cargo Barge
NA,111224103,SAR Aircraft,-,Spain [ES],NA,NA,NA,NA,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=614089&size=,SAR Aircraft,SAR 111224103,SAR Aircraft
NA,244820599,Sailing Vessel,PF5099,Netherlands [NL],NA,NA,12,7,http://www.marinetraffic.com/img/no_photo.png,Sailing Vessel,AWOL,Pleasure Craft
NA,257892380,Sailing Vessel,LG4112,Norway [NO],NA,NA,12,4,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=102127&size=,Sailing Vessel,SUN LADY,Pleasure Craft
9241475,210117000,Cargo,P3QN9,Cyprus [CY],25407,33850,207,3,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1055918&size=,Container Ship,NORDBALTIC,Container Ship
NA,235010466,Sailing Vessel,VQSP7,United Kingdom [GB],NA,NA,15,4,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1665697&size=,Sailing Vessel,JAM,Pleasure Craft
9364203,304969000,Cargo - Hazard A (Major),V2CB3,Antigua Barbuda [AG],27061,34393,212,2,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=139239&size=,Container Ship,ULYSSES,Container Ship
9339040,210757000,Cargo,C4RN2,Cyprus [CY],7545,8243,129,6,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=49941&size=,Container Ship,WMS HARLINGEN,Container Ship
9409637,636091937,Cargo,A8UR6,Liberia [LR],2452,3686,87,84,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=193304&size=,General Cargo,BUTES,General Cargo
NA,227261750,Passenger,FAC2115,France [FR],NA,NA,19,4,http://www.marinetraffic.com/img/no_photo.png,Passenger,SURFER 19011,Passenger
9210268,247189500,Cargo,ICEA,Italy [IT],6204,9022,107,77,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1123958&size=,General Cargo,LADY GAIA,General Cargo
9204726,246111000,Cargo,PHAM,Netherlands [NL],6714,8729,100,5,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1269359&size=,Cargo/Containership,TRAVELLER,Cargo/Containership
9591167,548860000,Cargo,DUEI,Philippines [PH],45955,83987,235,32,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1778553&size=,Bulk Carrier,MANGAN TRADER I,Bulk Carrier
9411745,245223000,Cargo,PBQY,Netherlands [NL],2281,3250,88,97,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=317063&size=,General Cargo,PRISCILLA,General Cargo
9154347,224055860,Fishing,EA2650,Spain [ES],170,90,26,2,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1214800&size=,Trawler,MARISMAR,Trawler
NA,235098914,Sailing Vessel,2GNI9,United Kingdom [GB],NA,NA,19,5,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1450772&size=,Sailing Vessel,GREAT BEAR V,Pleasure Craft
9298363,269675000,Tanker,HBHB,Switzerland [CH],12776,20718,164,34,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1003212&size=,Chemical Tanker,SCT MONTE ROSA,Tanker
9141302,211264450,Cargo,DQVM,Germany [DE],53324,63520,294,13,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=243552&size=,Container Ship,HANJIN SAN DIEGO,Container Ship
9353395,304936000,Cargo,V2CQ7,Antigua Barbuda [AG],3128,4568,89,98,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=255239&size=,General Cargo,ALLEGRETTO,General Cargo
8851522,366916540,Other,WERD,USA [US],2912,1750,71,32,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=596967&size=,Research/Survey Vessel,FAIRFIELD NEW VENTURE,Research/Survey Vessel
9332016,636014865,Cargo,A8WZ2,Liberia [LR],49973,92710,229,5,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=71597&size=,Bulk Carrier,KOUTALIANOS,Bulk Carrier
9231250,636091157,Cargo,A8JX9,Liberia [LR],65792,67935,277,40,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=2203546&size=,Container Ship,E.R.DENMARK,Container Ship
8617926,538003418,Cargo,V7RC6,Marshall Is [MH],10366,10966,143,22,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=450789&size=,Reefer,PACIFIC BREEZE,Reefer
9323819,220502000,Tanker - Hazard A (Major),OXHP2,Denmark [DK],12105,16631,144,18,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=903507&size=,Oil/Chemical Tanker,BRO NUUK,Tanker
NA,635000290,Passenger,FGE3758,Antarctica [AQ],NA,NA,18,4,http://www.marinetraffic.com/img/no_photo.png,Passenger,SURFER1819,Passenger
9482299,311027800,Tanker - Hazard D (Recognizable),C6YM5,Bahamas [BS],104537,89932,291,08,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=2175872&size=,LNG Tanker,SONANGOL ETOSHA,LNG Tanker
8911657,636015920,Tanker - Hazard C (Minor),D5DM9,Liberia [LR],19034,31434,174,7,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=111627&size=,Oil/Chemical Tanker,STOLT VINLAND,Tanker
NA,255621000,Pilot Vessel,CSXL4,Portugal [PT],NA,NA,NA,NA,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=2050247&size=,Pilot Vessel,CTE VALERIO ANDRADE,Pilot Vessel
9214721,224521000,Cargo,EAFC,Spain [ES],3911,5750,99,15,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=56097&size=,General Cargo,LAGA,General Cargo
9514494,538003371,Tanker,V7QI5,Marshall Is [MH],5083,7682,118,17,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=264195&size=,Oil/Chemical Tanker,CLAY C,Tanker
9496226,351335000,Cargo,3EYU5,Panama [PA],32343,58056,189,99,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1347666&size=,Bulk Carrier,NAVIOS CELESTIAL,Bulk Carrier
9410909,241190000,Tanker,SVBN3,Greece [GR],29442,52914,183,32,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=881609&size=,Oil/Chemical Tanker,MINERVA,Tanker
9446611,352630000,Cargo,3FXI7,Panama [PA],92752,180200,291,98,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=964845&size=,Bulk Carrier,ORANGE TIGER,Bulk Carrier
9374014,215135000,Tanker,9HA2648,Malta [MT],3988,6180,107,34,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1276969&size=,Oil/Chemical Tanker,BOMAR VENUS,Tanker
7713008,242138100,Fishing,CNA4694,Morocco [MA],972,999,56,05,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=748611&size=,Fishing Vessel,VIKINGBANK,Fishing Vessel
9534030,566110000,Tanker,9V8384,Singapore [SG],164169,318438,333,04,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=882222&size=,Oil Products Tanker,QI LIAN SHAN,Tanker
9081318,244266000,Cargo,PDWT,Netherlands [NL],8448,12760,136,5,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1002062&size=,General Cargo,EGELANTIERSGRACHT,General Cargo
9615755,319043400,Cargo,ZGCQ5,Cayman Is [KY],33126,58682,197,33,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1069652&size=,Bulk Carrier,DONAU K,Bulk Carrier
9352030,477770300,Cargo - Hazard B,VRGW2,Hong Kong [HK],92293,107978,334,45,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=75933&size=,Container Ship,MAERSK SALINA,Container Ship
9072173,353939000,Cargo,3FMN4,Panama [PA],36074,68636,224,32,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=13904&size=,Bulk Carrier,NAVIOS GEMINI S,Bulk Carrier
9398046,245501000,Cargo,PHPN,Netherlands [NL],4106,6500,118,4,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=36827&size=,General Cargo,CFL PRUDENCE,General Cargo
9592886,477961500,Cargo,VRHK7,Hong Kong [HK],32899,56687,189,99,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=877202&size=,Bulk Carrier,CI YUN SHAN,Bulk Carrier
9425461,636091625,Cargo,A8QO8,Liberia [LR],88397,169056,287,5,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1627350&size=,Bulk Carrier,SC LOTTA,Bulk Carrier
9392559,636091857,Cargo - Hazard A (Major),A8TV4,Liberia [LR],35981,42004,231,32,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=220775&size=,Container Ship,HS BRUCKNER,Container Ship
9343637,235102851,Cargo,2HDY3,United Kingdom [GB],20236,32327,177,28,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1885470&size=,General Cargo,TEAL BAY,General Cargo
9320312,311266000,Cargo,C6R2089,Bahamas [BS],19918,30611,178,76,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=86444&size=,Bulk Carrier,CLIPPER TRUST,Bulk Carrier
9163192,229783000,Cargo - Hazard A (Major),9HA3605,Malta [MT],23722,29233,194,06,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=177359&size=,Container Ship,MSC UMA,Container Ship
9505405,236111817,Cargo,ZDKV2,Gibraltar [GI],2415,3194,86,02,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1056997&size=,General Cargo,SCHILLIG,General Cargo
9070450,566441000,Cargo,9V9825,Singapore [SG],55598,15199,199,11,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=79377&size=,Vehicles Carrier,TURANDOT,Vehicles Carrier
9235490,304182000,Cargo,V2BB,Antigua Barbuda [AG],6382,8961,129,41,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=91979&size=,General Cargo,HC SVEA KIM,General Cargo
9543768,538004547,Cargo,V7XQ8,Marshall Is [MH],33631,57437,193,07,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1364740&size=,Bulk Carrier,DESERT SPRING,Bulk Carrier
9299927,636092474,Cargo,D5DK9,Liberia [LR],93511,97552,335,42,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=7890&size=,Container Ship,MAERSK SEVILLE,Container Ship
9543990,566593000,Cargo,9V9847,Singapore [SG],9700,12990,120,22,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1683988&size=,General Cargo,ATLANTIC ZEUS,General Cargo
9434151,212571000,Cargo,5BLC2,Cyprus [CY],2474,3450,82,5,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=123506&size=,General Cargo,TIM,General Cargo
NA,635000180,Passenger,FGD5991,Antarctica [AQ],NA,NA,19,4,http://www.marinetraffic.com/img/no_photo.png,Passenger,SURFER 1810,Passenger
9282613,229565000,Cargo,9HA3410,Malta [MT],21059,35313,175,6,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=30001&size=,Bulk Carrier,PELAGIANI,Bulk Carrier
9575228,566897000,Cargo,9V5767,Singapore [SG],35812,63500,199,99,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1605310&size=,Bulk Carrier,JS MISSISSIPPI,Bulk Carrier
8603535,355426000,Cargo,3EXQ5,Panama [PA],3113,4279,88,6,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=143240&size=,General Cargo,AYLIN,General Cargo
9626390,229041000,Cargo,9HA3017,Malta [MT],23760,38960,183,28,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1038704&size=,Bulk Carrier,LADY AMNA,Bulk Carrier
9517915,566090000,Cargo,9V9351,Singapore [SG],14022,12955,162,5,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=559888&size=,Reefer,STAR PRIDE,Reefer
9626687,538005046,Cargo,V7AQ4,Marshall Is [MH],44601,81510,229,32,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1583667&size=,Bulk Carrier,ANTONIS,Bulk Carrier
NA,635016100,Unspecified,FNND,Antarctica [AQ],NA,NA,NA,NA,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=2030195&size=,Unspecified,SURFER 223,Unspecified
9504138,246775000,Cargo,PCJK,Netherlands [NL],6687,11000,132,5,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1125414&size=,Cargo/Containership,FLINTER ATLANTIC,Cargo/Containership
9348558,224277000,Passenger,ECKH,Spain [ES],12895,1894,130,22,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=492079&size=,Ro-Ro/Passenger Ship,VOLCAN DE TABURIENTE,Passenger
9349291,304868000,Cargo,V2BM3,Antigua Barbuda [AG],9611,12730,138,02,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=332912&size=,General Cargo,AMBER,General Cargo
8514796,341244000,Cargo,V4TT2,St Kitts Nevis,4440,5506,115,02,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=423940&size=,Reefer,NOVAYA ZEMLYA,Reefer
8214310,627066000,Fishing,9GJD,Ghana [GH],768,777,54,10,http://www.marinetraffic.com/img/no_photo.png,Fishing Vessel,CAP LOPEZ,Fishing Vessel
NA,235063839,Sailing Vessel,2AXY7,United Kingdom [GB],NA,NA,19,5,http://www.marinetraffic.com/img/no_photo.png,Sailing Vessel,CHADH FI,Pleasure Craft
9594315,235089912,Cargo,2FBR5,United Kingdom [GB],6190,8500,110,18,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1180903&size=,General Cargo,VECTIS OSPREY,General Cargo
9160293,412250000,Cargo,BORM,China [CN],40215,72769,225,32,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=138051&size=,Bulk Carrier,HUA SHAN HAI,Bulk Carrier
9609469,229308000,Cargo,9HA3218,Malta [MT],42744,70960,210,37,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1171322&size=,Bulk Carrier,LBC GREEN,Bulk Carrier
8718706,351852000,Cargo,HP3446,Panama [PA],42447,12727,183,9,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=85036&size=,Vehicles Carrier,SILVER SOUL,Vehicles Carrier
9291858,210291000,Tug,P3NM9,Cyprus [CY],906,618,47,4,http://www.marinetraffic.com/img/no_photo.png,Fire Fighting Vessel,SL CORMORANT,Fire Fighting Vessel
9440485,538003755,Tanker - Hazard D (Recognizable),V7SZ3,Marshall Is [MH],42225,74059,229,11,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=571958&size=,Chemical Tanker,ARAMON,Tanker
7301245,355645000,Tug,HO-2929,Panama [PA],1167,1177,54,12,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=536107&size=,Offshore Supply Ship,DOS EXPLORER,Offshore Supply Ship
9064267,220158000,Cargo,OUVB2,Denmark [DK],18859,25431,176,4,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1437866&size=,Container Ship,THOMAS MAERSK,Container Ship
9489211,636092556,Cargo,A8VG5,Liberia [LR],19992,33108,178,28,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=605118&size=,Bulk Carrier,DORA OLDENDORFF,Bulk Carrier
9310408,249280000,Cargo,9HOL9,Malta [MT],39736,76633,224,94,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=220422&size=,Bulk Carrier,SORRENTO,Bulk Carrier
NA,224168460,Pleasure Craft,EC2694,Spain [ES],NA,NA,14,8,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1639503&size=,Pleasure Craft,DARUMA,Pleasure Craft
9053957,636015529,Cargo,A8OE6,Liberia [LR],7534,8053,135,5,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=721063&size=,Reefer,PRINCE OF SOUND,Reefer
9284491,565979000,Cargo,9V7547,Singapore [SG],30684,55745,189,99,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=609757&size=,Bulk Carrier,NORD MARU,Bulk Carrier
9293997,247148600,Tanker,IBXM,Italy [IT],25431,40158,175,98,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=11965&size=,Chemical Tanker,RAY G,Tanker
9525481,477174700,Cargo,VRJV3,Hong Kong [HK],50869,65458,249,12,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=849843&size=,Container Ship,MAERSK CUBANGO,Container Ship
9354911,477110500,Tanker - Hazard B,VREF7,Hong Kong [HK],29266,47128,183,21,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=42315&size=,Oil Products Tanker,ATLANTIC ROSE,Tanker
9405368,245870000,Cargo,PBTG,Netherlands [NL],2997,4000,89,63,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=222418&size=,General Cargo,BENTE,General Cargo
9303467,576980000,Tug,YJUN2,Vanuatu [VU],1857,2100,65,16,http://www.marinetraffic.com/img/no_photo.png,Offshore Supply Ship,DONNELLY TIDE,Offshore Supply Ship
NA,211210420,Military Ops,DRFD,Germany [DE],NA,NA,55,10,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=131767&size=,Military Ops,WEILHEIM,Military Ops
9320996,538002381,Cargo,V7IH9,Marshall Is [MH],31091,54243,189,99,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=258550&size=,Bulk Carrier,DESERT SYMPHONY,Bulk Carrier
9289104,371059000,Cargo,3EBC5,Panama [PA],89954,104954,324,85,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=509687&size=,Container Ship,MSC LUCY,Container Ship
9681534,244620675,Cargo,PBCK,Netherlands [NL],5274,8400,85,37,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1561323&size=,General Cargo,UAOLOGNEL C,General Cargo
8327753,677059200,Cargo,5IM692,Tanzania [TZ],745,1185,119,20,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=905979&size=,General Cargo,NUR,General Cargo
NA,613995000,Unspecified,LDAG,Cameroon [CM],NA,NA,128,19,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1572635&size=,Unspecified,LD ATLANTIC GUARD,Unspecified
9281786,236205000,Cargo,ZDFS3,Gibraltar [GI],3173,4516,98,86,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=311053&size=,General Cargo,CIMBRIS,General Cargo
9279977,357405000,Cargo - Hazard A (Major),H8FC,Panama [PA],54774,66786,294,17,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=463994&size=,Container Ship,MSC POH LIN,Container Ship
9315393,352438000,Tanker - Hazard A (Major),3EFN3,Panama [PA],97754,84362,285,4,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1249450&size=,LNG Tanker,STENA BLUE SKY,LNG Tanker
NA,235002376,Sailing Vessel,ZNLP9,United Kingdom [GB],NA,NA,13,4,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1303627&size=,Sailing Vessel,LACOUSHLA,Pleasure Craft
9447897,636014648,Cargo - Hazard A (Major),A8VP9,Liberia [LR],88586,94649,299,96,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=646245&size=,Container Ship,TEMPANOS,Container Ship
9298301,538002088,Tanker,V7GG3,Marshall Is [MH],41994,73897,228,6,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=367808&size=,Crude Oil Tanker,NEW CONFIDENCE,Tanker
8917730,671500000,Cargo,5VCV9,Togo [TG],3828,5528,103,5,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=382314&size=,General Cargo,LEO I,General Cargo
9373498,636091401,Cargo,A8ND6,Liberia [LR],18480,23732,176,96,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=126998&size=,Container Ship,RHL AQUA,Container Ship
9337377,271001049,Cargo - Hazard A (Major),TCQX7,Turkey [TR],17687,22016,183,92,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=492260&size=,Container Ship,MARIO A,Container Ship
