imo,MMSI,ais.type,call.Sign,flag,gross.tonnage,deadweight,length,width,image.src,ship.type,name,vessel.type
9661247,538004993,Tanker,V7AG8,Marshall Is [MH],29940,49995,183,32,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1383850&size=,Oil/Chemical Tanker,STENAWECO JULIA L,Tanker
9608673,538004542,Cargo,V7XQ3,Marshall Is [MH],22432,34067,180,4,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1184154&size=,Bulk Carrier,IONIC HAWK,Bulk Carrier
9483243,636092149,Cargo,A8XQ4,Liberia [LR],32672,56000,187,8,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=636023&size=,Bulk Carrier,E.R.BASEL,Bulk Carrier
9344954,636015923,Cargo - Hazard A (Major),A8IH5,Liberia [LR],18327,23482,175,47,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=2178106&size=,Container Ship,VIKING EAGLE,Container Ship
NA,225933190,Pleasure Craft,-,Spain [ES],NA,NA,19,6,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1041366&size=,Pleasure Craft,GRAN JOTITI,Pleasure Craft
9294953,304702000,Cargo,V2BQ3,Antigua Barbuda [AG],7769,10584,145,63,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=388608&size=,General Cargo,THORCO COUGAR,General Cargo
9406910,636013380,Tanker,A8MN4,Liberia [LR],42010,73307,228,6,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=339005&size=,Oil Products Tanker,CONSTANTINOS,Tanker
9363297,370356000,Cargo,3ESM4,Panama [PA],20236,32248,177,13,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=93654&size=,General Cargo,CIELO DI PISA,General Cargo
9354416,210903000,Cargo - Hazard A (Major),5BLE2,Cyprus [CY],9962,11433,134,44,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1123116&size=,Container Ship,WEC VELAZQUEZ,Container Ship
9103128,259725000,Cargo,LAXP4,Norway [NO],32749,46428,198,31,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=271083&size=,Cargo/Containership,STAR HANSA,Cargo/Containership
9638484,477444300,Cargo,VRLE3,Hong Kong [HK],33188,58685,197,32,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1672675&size=,Bulk Carrier,JOSCO JINZHOU,Bulk Carrier
NA,224259860,Unspecified,-,Spain [ES],NA,NA,NA,NA,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=829605&size=,Unspecified,P R 1,Unspecified
9220615,247018700,Cargo,IBNF,Italy [IT],52485,18440,182,08,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=577805&size=,Ro-Ro Cargo,GRANDE SCANDINAVIA,Passenger
9548550,477622700,Cargo,VRFX7,Hong Kong [HK],40896,76402,225,32,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1680650&size=,Bulk Carrier,HONG FU,Bulk Carrier
9183855,308007000,Passenger,C6QK8,Bahamas [BS],28890,2557,198,52,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=185518&size=,Passengers Ship,EUROPA,Passenger
9222273,211378810,Cargo,DIHN,Germany [DE],73172,77941,299,98,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=324161&size=,Container Ship,CONTI PARIS,Container Ship
9136230,245107000,Cargo - Hazard B,PCDA,Netherlands [NL],9191,13109,145,45,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=699741&size=,Container Ship,EVIDENCE,Container Ship
9249594,256981000,Tanker,9HHF9,Malta [MT],11566,19924,145,5,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=337558&size=,Chemical Tanker,GLOBAL AKER,Tanker
NA,353916758,OffShore Structure,3FNF3,Panama [PA],NA,NA,105,17,http://www.marinetraffic.com/img/no_photo.png,OffShore Structure,NEAMEH,OffShore Structure
9281499,272489000,Cargo,UUCD,Ukraine [UA],5197,6315,127,17,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=35037&size=,General Cargo,HEROI STAKHORSKYI,General Cargo
9288291,352621000,Cargo,H3XL,Panama [PA],19165,32594,190,44,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1297349&size=,Bulk Carrier,FEDERAL SAKURA,Bulk Carrier
9441611,311072400,Cargo,C6ZY8,Bahamas [BS],58767,21000,199,99,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1236720&size=,Vehicles Carrier,MORNING COMPASS,Vehicles Carrier
NA,204209950,Fishing,CUWO7,Portugal [PT],NA,NA,NA,NA,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1946693&size=,Fishing,MAR PROFUNDO,Fishing Vessel
9122289,636014528,Cargo,A8UO4,Liberia [LR],27681,47200,190,32,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=502943&size=,Bulk Carrier,AMANDA,Bulk Carrier
9573115,373219000,Cargo,3EUD6,Panama [PA],93166,179147,292,45,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1701118&size=,Bulk Carrier,HANJIN ESPERANCE,Bulk Carrier
9613288,538004720,Cargo,V7YS2,Marshall Is [MH],38400,57540,199,92,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1052182&size=,General Cargo,ARBORELLA,General Cargo
9214549,209433000,Cargo,P3VK8,Cyprus [CY],17784,28083,169,27,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=625651&size=,Bulk Carrier,ATLANTIS PRIDE,Bulk Carrier
9233052,224005790,Fishing,EA4581,Spain [ES],114,NA,28,6,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1782737&size=,Fishing Vessel,TOSCA TERCERO,Fishing Vessel
9305738,576077000,Tug,YJUS9,Vanuatu [VU],1807,1869,64,8,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1511189&size=,Multi Purpose Offshore Vessel,MENENDEZ TIDE,Multi Purpose Offshore Vessel
9116022,249075000,Cargo,9HJW9,Malta [MT],2901,4228,91,2,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=305412&size=,General Cargo,WILSON HERON,General Cargo
9359935,269668000,Cargo - Hazard B,HBEK,Switzerland [CH],9938,12605,139,96,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1327659&size=,General Cargo,SCL ANGELA,General Cargo
9378230,305145000,Cargo,V2CY5,Antigua Barbuda [AG],5261,6042,115,5,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1035764&size=,General Cargo,BBC ADRIATIC,General Cargo
8811405,271000672,Cargo,TCCA7,Turkey [TR],12930,18891,165,5,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=576242&size=,Cargo/Containership,ASKABAT,Cargo/Containership
9566382,373485000,Other,3FLC7,Panama [PA],96801,96980,334,55,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=971337&size=,Container Ship,HOUSTON BRIDGE,Container Ship
NA,235068586,Sailing Vessel,2BRA6,United Kingdom [GB],NA,NA,17,4,http://www.marinetraffic.com/img/no_photo.png,Sailing Vessel,BONAIRE,Pleasure Craft
9452775,248507000,Tanker - Hazard B,9HA2392,Malta [MT],4242,6482,109,15,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=395720&size=,Oil/Chemical Tanker,YM MERCURY,Tanker
NA,227084070,Sailing Vessel,FU8461,France [FR],NA,NA,NA,NA,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1779756&size=,Sailing Vessel,SOUIMANGA,Pleasure Craft
9044023,477559800,Cargo,VRFP6,Hong Kong [HK],13712,22059,158,25,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1157927&size=,Bulk Carrier,HUI SHUN,Bulk Carrier
9360219,255402260,Fishing,CURS3,Portugal [PT],199,NA,NA,2006,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1980738&size=,Fishing Vessel,BAIA DO FUNCHAL,Fishing Vessel
9244788,636014612,Cargo,A8VI3,Liberia [LR],40030,75966,225,32,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=621350&size=,Bulk Carrier,NEWLEAD VICTORIA,Bulk Carrier
9595955,538004446,Cargo,V7XC5,Marshall Is [MH],32987,56733,189,99,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1160388&size=,Bulk Carrier,SSI GLORIOUS,Bulk Carrier
9326861,257817000,Tanker,LAHJ6,Norway [NO],42835,74898,228,6,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=628576&size=,Oil Products Tanker,MARILEE,Tanker
NA,224273350,Passenger,EBVV,Spain [ES],NA,NA,19,7,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=659266&size=,Passenger,APHRODITE,Passenger
9389863,311019500,Tanker,C6XQ8,Bahamas [BS],42446,74999,228,48,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=261903&size=,Tanker,GULF CRYSTAL,Tanker
9193240,303417000,Cargo,WKPY,USA [US],50698,61987,292,08,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=277460&size=,Container Ship,MAERSK KENTUCKY,Container Ship
9296391,538005574,Tanker,V7FA2,Marshall Is [MH],77636,146427,274,2,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=354209&size=,Crude Oil Tanker,RIDGEBURY MARY SELENA,Tanker
9600700,615401000,Tug,TNAA2,Congo [CG],285,160,28,67,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1484586&size=,Tug,LOUFOULAKARI,Tug
9415040,246056000,Cargo - Hazard B,PBOS,Netherlands [NL],6577,8850,129,4,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=296680&size=,General Cargo,FLINTERSTREAM,General Cargo
9429027,241022000,Tanker - Hazard A (Major),SVBA3,Greece [GR],81360,157488,274,48,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=596146&size=,Crude Oil Tanker,DELTA TOLMI,Tanker
9190858,258649000,Cargo,LARI7,Norway [NO],37237,13000,176,31,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=45586&size=,Vehicles Carrier,VERONA,Vehicles Carrier
7202554,355468000,Other,3FJK8,Panama [PA],6414,NA,100,20,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=207836&size=,Research/Survey Vessel,ATLANTIC ENTERPRISE,Research/Survey Vessel
8801917,341213000,Cargo,DUH3335,St Kitts Nevis,20865,12830,157,25,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=283961&size=,Ro-Ro Cargo,SUPERSHUTTLE RORO 10,Passenger
9675743,357330000,Cargo,3EFQ8,Panama [PA],34794,61442,200,32,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1566806&size=,Bulk Carrier,ULTRA CORY,Bulk Carrier
8715871,371853000,Cargo,H3XG,Panama [PA],52181,67183,294,12,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=223847&size=,Container Ship,MSC PILAR,Container Ship
9451927,311043300,Cargo - Hazard A (Major),C6YR9,Bahamas [BS],40827,51608,228,37,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=300414&size=,Container Ship,CMA CGM AFRICA TWO,Container Ship
9418640,636091822,Cargo - Hazard A (Major),A8TE5,Liberia [LR],35998,41982,230,96,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=863344&size=,Container Ship,PAGO,Container Ship
9064384,220157000,Cargo,OUSX2,Denmark [DK],20842,29700,190,48,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=549830&size=,Container Ship,TSSINGE MAERSK,Container Ship
NA,255401690,Unspecified,CUTU2,Portugal [PT],NA,NA,21,6,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1295891&size=,Unspecified,MECA,Unspecified
9200029,271000601,Cargo,TCMF,Turkey [TR],4937,7760,115,69,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=149229&size=,General Cargo,MEHMET UNLU,General Cargo
9691395,319058700,Cargo,ZGDP3,Cayman Is [KY],42450,76833,223,32,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=2268448&size=,Bulk Carrier,FRAMURA,Bulk Carrier
9308390,538090305,Cargo,V7IF5,Marshall Is [MH],27786,37883,221,69,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=103833&size=,Container Ship,CAPE MELVILLE,Container Ship
9588354,215228000,Cargo,9HA2677,Malta [MT],22223,34023,180,29,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=656237&size=,Bulk Carrier,AMALIA,Bulk Carrier
8733392,224308000,Fishing,EBRW,Spain [ES],195,NA,33,7,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=2094614&size=,Fishing Vessel,O TABA,Fishing Vessel
9386847,657104500,Unspecified,5NXW3,Nigeria [NG],490,308,40,11,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1822018&size=,Towing Vessel,JASCON 11,Towing Vessel
9513878,305665000,Unspecified,V2FG3,Antigua Barbuda [AG],2596,2940,72,11,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=2202399&size=,Offshore Supply Ship,OOC JAGUAR,Offshore Supply Ship
9392327,477163900,Tanker - Hazard B,VREQ2,Hong Kong [HK],26459,39572,185,95,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=336619&size=,Chemical Tanker,CARONI PLAIN,Tanker
NA,244020664,Sailing Vessel,PI4804,Netherlands [NL],NA,NA,14,4,http://www.marinetraffic.com/img/no_photo.png,Sailing Vessel,ZEEZWALUW,Pleasure Craft
8707537,235010670,Fishing,MLPC9,United Kingdom [GB],5579,5811,113,97,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=332799&size=,Trawler,CORNELIS VROLIJK,Trawler
9317755,356105000,Cargo,3EAS6,Panama [PA],19802,31921,175,53,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=115477&size=,Bulk Carrier,LORD WELLINGTON,Bulk Carrier
9159347,567291000,Cargo,HSEE2,Thailand [TH],17879,28646,171,93,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=2106315&size=,General Cargo,VIJITRA NAREE,General Cargo
NA,413822010,Passenger,-,China [CN],NA,NA,83,15,http://www.marinetraffic.com/img/no_photo.png,Passenger,JIANGSULUDU3002,Passenger
9330745,309839000,Tanker,C6WR9,Bahamas [BS],117895,77163,289,7,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1236583&size=,LNG Tanker,CELESTINE RIVER,LNG Tanker
9479204,355568000,Cargo,HOCB,Panama [PA],93029,182307,292,45,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=565334&size=,Bulk Carrier,EIBHLIN,Bulk Carrier
9490961,311038700,Tanker - Hazard C (Minor),C6YZ3,Bahamas [BS],100723,82929,285,36,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=788338&size=,LNG Tanker,LOBITO,LNG Tanker
NA,227370000,Fishing,FGTX,France [FR],NA,NA,40,9,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=191331&size=,Fishing,J.L.RAPHAEL 2,Fishing Vessel
NA,224380000,Fishing,EBZD,Spain [ES],NA,NA,36,8,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=2056301&size=,Fishing,O KEVIN,Fishing Vessel
9294173,538005528,Cargo - Hazard A (Major),V7ES7,Marshall Is [MH],28592,39333,222,14,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=73527&size=,Container Ship,MOEN ISLAND,Container Ship
NA,912500064,Sailing Vessel,-,Ireland [IE],NA,NA,9,3,http://www.marinetraffic.com/img/no_photo.png,Sailing Vessel,LA ESPERANZA,Pleasure Craft
9362097,576086000,Tug,YJUT3,Vanuatu [VU],1421,1230,57,5,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=466796&size=,Multi Purpose Offshore Vessel,CURRIE TIDE,Multi Purpose Offshore Vessel
9112765,209405000,Passenger,5BKX3,Cyprus [CY],14379,4030,136,25,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=678009&size=,Ro-Ro/Passenger Ship,MAROC EXPRESS,Passenger
9306471,212187000,Cargo - Hazard B,C4AD2,Cyprus [CY],25406,33900,207,4,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=85868&size=,Container Ship,STRAUSS,Container Ship
9499709,228329600,Passenger,FNSG,France [FR],168,38,34,03,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=917630&size=,Crew Boat,SURFER 326,Crew Boat
NA,205757710,Sailing Vessel,0R7577,Belgium [BE],NA,NA,13,4,http://www.marinetraffic.com/img/no_photo.png,Sailing Vessel,SALOME III,Pleasure Craft
9253894,538090231,Unspecified,V7FJ4,Marshall Is [MH],79525,149991,272,45,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1732530&size=,Tanker,VOYAGER,Tanker
9373199,305003000,Cargo,V2CH6,Antigua Barbuda [AG],3766,5575,94,72,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=32601&size=,General Cargo,AKELA,General Cargo
7510626,235084806,Tug,2EGC8,United Kingdom [GB],190,NA,26,37,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=714626&size=,Tug,MTS VICTORY,Tug
9356086,477552300,Cargo,VRLA2,Hong Kong [HK],25904,34100,210,49,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=37163&size=,Container Ship,SAFMARINE NYASSA,Container Ship
9348649,338078000,Cargo - Hazard A (Major),WNTL,USA [US],74642,84676,299,47,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=31588&size=,Container Ship,MAERSK ATLANTA,Container Ship
9604940,373035000,Cargo,3FBT6,Panama [PA],59694,18884,199,97,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1012092&size=,Ro-Ro Cargo,RIGEL LEADER,Passenger
9190119,212932000,Cargo,P3QY8,Cyprus [CY],12993,17451,143,11,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=270149&size=,General Cargo,ONEGO POWER,General Cargo
9015204,308121000,Cargo,C6KD7,Bahamas [BS],13049,14178,158,24,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=644673&size=,Reefer,CHIQUITA BELGI,Reefer
NA,316014142,Sailing Vessel,CFD4582,Canada [CA],NA,NA,14,4,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=771146&size=,Sailing Vessel,FRISCO,Pleasure Craft
NA,224365830,Sailing Vessel,-,Spain [ES],NA,NA,13,4,http://www.marinetraffic.com/img/no_photo.png,Sailing Vessel,HIDRA DOS,Pleasure Craft
7325320,576718000,SAR,YJQN3,Vanuatu [VU],201,NA,34,7,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=106701&size=,Utility Vessel,NEWGRANGE,Utility Vessel
9357561,538002852,Tanker - Hazard D (Recognizable),V7MG7,Marshall Is [MH],25804,40394,179,83,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1311769&size=,Chemical Tanker,HISTRIA AZURE,Tanker
NA,635000320,Unspecified,FGE4804,Antarctica [AQ],NA,NA,NA,NA,http://www.marinetraffic.com/img/no_photo.png,Unspecified,SURFER 1821,Unspecified
9434905,477170400,Cargo,VREO9,Hong Kong [HK],26836,33434,210,1,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=296273&size=,Container Ship,MAERSK NIAGARA,Container Ship
8918631,255805240,Cargo,CQLM,Portugal [PT],5883,9891,125,16,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=43650&size=,Self Discharging Bulk Carrier,MALMNES,Self Discharging Bulk Carrier
9612985,477135100,Cargo,VRJC3,Hong Kong [HK],94710,180133,295,46,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=2124492&size=,Bulk Carrier,CDB LUNAR,Bulk Carrier
9280146,224447000,Tanker,EAPV,Spain [ES],4599,6937,109,18,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=16998&size=,Oil Products Tanker,MENCEY,Tanker
8888135,657802000,Passenger,5NUW,Nigeria [NG],290,136,41,14,http://www.marinetraffic.com/img/no_photo.png,Crew Boat,AFRICAN STAR 2,Crew Boat
8819976,219300000,Cargo,OWNJ2,Denmark [DK],16982,21825,162,26,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=156844&size=,Container Ship,MCC HA LONG,Container Ship
9383962,477201400,Tanker,VREY5,Hong Kong [HK],23342,36677,184,33,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=498929&size=,Chemical Tanker,ATLANTIC JUPITER,Tanker
9001148,518100185,Cargo,E5U3126,Cook Is [CK],4955,8059,114,7,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=58989&size=,General Cargo,DOST 1,General Cargo
9352004,219228000,Cargo - Hazard A (Major),OZDL2,Denmark [DK],92293,102367,334,07,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=235869&size=,Container Ship,MAERSK STEPNICA,Container Ship
NA,236111929,Pleasure Craft,ZDNH6,Gibraltar [GI],NA,NA,24,5,http://www.marinetraffic.com/img/no_photo.png,Pleasure Craft,MARY 1,Pleasure Craft
9717931,372273000,Passenger,HP4743,Panama [PA],249,125,36,05,http://www.marinetraffic.com/img/no_photo.png,Crew Boat,SWISSCO PANTHER,Crew Boat
9492218,636014632,Cargo,A8VM8,Liberia [LR],106884,206125,299,92,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=781759&size=,Bulk Carrier,DAN MAY,Bulk Carrier
9005780,636016000,Tanker,D5DY3,Liberia [LR],11737,14848,141,64,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=178852&size=,Oil Products Tanker,EMMANUEL,Tanker
9394636,253088000,Other,LXYP,Luxembourg [LU],1733,1460,59,78,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=375035&size=,Multi Purpose Offshore Vessel,BOURBON LIBERTY 224,Multi Purpose Offshore Vessel
NA,412300004,Unspecified,0000000,China [CN],NA,NA,60,10,http://www.marinetraffic.com/img/no_photo.png,Unspecified,HAI YI 4,Unspecified
9458705,533015300,Tug,9MFA7,Malaysia [MY],342,NA,185,73,http://www.marinetraffic.com/img/no_photo.png,Tug,MARINA BARU 5,Tug
9631371,244650331,Cargo,PCYA,Netherlands [NL],5667,8137,118,16,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=2183685&size=,General Cargo,TRADE NAVIGATOR,General Cargo
9632272,477847500,Cargo,VRJG7,Hong Kong [HK],32962,56625,189,99,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1771387&size=,Bulk Carrier,BI JIA SHAN,Bulk Carrier
9231389,210274000,Cargo,5BTC3,Cyprus [CY],38594,74295,225,32,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=228420&size=,Bulk Carrier,PANAMAX NEREID,Bulk Carrier
9155365,636090566,Cargo,A8AL3,Liberia [LR],18335,23992,175,27,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=427099&size=,Container Ship,HANSA FLENSBURG,Container Ship
9421831,249290000,Cargo,9HOQ9,Malta [MT],89510,170039,290,56,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=218116&size=,Bulk Carrier,MYSTIC,Bulk Carrier
8200577,356756000,Cargo,3FRT6,Panama [PA],7096,2655,99,99,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1463901&size=,Livestock Carrier,ATLANTIC M,Livestock Carrier
9598684,215692000,Cargo,9HA2786,Malta [MT],4671,6603,109,23,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=586615&size=,General Cargo,EMRE KOSE,General Cargo
9418913,215736000,Tanker - Hazard C (Minor),9HSM9,Malta [MT],13472,20000,149,95,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=265598&size=,Oil/Chemical Tanker,MADEIRO,Tanker
9409625,305813000,Cargo,V2FV5,Antigua Barbuda [AG],2452,3675,87,84,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=287067&size=,General Cargo,MELAS,General Cargo
9167758,431927000,Fishing,JFDD,Japan [JP],499,572,52,6,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1690331&size=,Fishing Vessel,KORYO MARU NO.15,Fishing Vessel
9267699,356181000,Cargo,HPWB,Panama [PA],57789,19550,199,54,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=252100&size=,Ro-Ro Cargo,PROMINENT ACE,Passenger
NA,255805631,Cargo,CQFP,Portugal [PT],NA,NA,274,32,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1954128&size=,Cargo,MSC CAROUGE,Cargo
9585730,538004110,Cargo,V7VF6,Marshall Is [MH],44113,82500,229,32,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1133560&size=,Bulk Carrier,AENEAS,Bulk Carrier
9176395,257712000,Cargo,LAKO7,Norway [NO],57757,16747,200,32,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=322496&size=,Vehicles Carrier,HOEGH TRANSPORTER,Vehicles Carrier
9196371,353551000,Cargo,3FDM2,Panama [PA],18095,27786,169,27,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=137035&size=,General Cargo,OURANIA,General Cargo
NA,235077637,Sailing Vessel,2DBU9,United Kingdom [GB],NA,NA,12,4,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1709246&size=,Sailing Vessel,AARDVARC,Pleasure Craft
NA,412440338,Fishing,0000000,China [CN],NA,NA,45,8,http://www.marinetraffic.com/img/no_photo.png,Fishing,FU YUAN YU 00119,Fishing Vessel
NA,235057965,Sailing Vessel,MYMF,United Kingdom [GB],NA,NA,20,5,http://www.marinetraffic.com/img/no_photo.png,Sailing Vessel,IMOCA719 SOLO SAILOR,Pleasure Craft
9238040,235630000,Tanker - Hazard D (Recognizable),VQHO7,United Kingdom [GB],93498,75074,279,42,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=72205&size=,LNG Tanker,BRITISH INNOVATOR,LNG Tanker
NA,224013480,Fishing,EA4702,Spain [ES],NA,NA,23,6,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1152989&size=,Fishing,SAN FIDEL,Fishing Vessel
9216298,310370000,Tanker - Hazard C (Minor),ZCDE3,Bermuda [BM],114354,79866,288,73,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=165027&size=,LNG Tanker,LNG RIVERS,LNG Tanker
9592094,477942200,Cargo,VRMP7,Hong Kong [HK],44543,82215,229,32,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1507994&size=,Bulk Carrier,FORTUNE HARMONY,Bulk Carrier
9630248,538004767,Cargo,V7YY7,Marshall Is [MH],44009,81336,228,87,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1869725&size=,Bulk Carrier,TENTEN,Bulk Carrier
9595527,416481000,Cargo - Hazard D (Recognizable),BKIE,Taiwan [TW],98882,104409,334,8,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1474779&size=,Container Ship,EVER LIVEN,Container Ship
9215268,259787000,Tanker - Hazard A (Major),LAFZ7,Norway [NO],29965,42505,182,32,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=794063&size=,Oil/Chemical Tanker,BOW SKY,Tanker
9236743,215107000,Tanker,9HCN7,Malta [MT],23236,39551,182,55,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=64789&size=,Oil Products Tanker,SEARAMBLER,Tanker
9378371,247279600,Tanker,ICJY,Italy [IT],29614,51434,182,99,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=760048&size=,Oil/Chemical Tanker,FANTASIA,Tanker
8601680,341433000,Cargo,V4AB3,St Kitts Nevis,2731,2050,79,91,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=123924&size=,Pallet Carrier,WINTER BAY,Pallet Carrier
9410533,215371000,Tanker,9HA2711,Malta [MT],17591,26304,169,9,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=430243&size=,Oil/Chemical Tanker,MED ATLANTIC,Tanker
